Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"Traditional black yak hair tent made up of woven strips sewn together. The tent is made in two separate halves which join together together along the top ridge, leaving an opening for smoke to escape in good weather, but with a flap which can be closed in case of rain or snow. 
The sprawling black tent, or bagu, is the home of pastors for about eight months of the year.

Zoigu District, Sichuan Province, 1990 Photo by Bettina Kjaerulff",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3155433594418185942_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3155433594401498658_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3155433594401346272_1580798609.jpg,,,,,,,,1089,3,1,norlha_atelier
"Meadows Herringbone scarf ~ This ruggedly soft scarf is woven in a softly hued herringbone. Combining yak khullu, sheep’s wool and silk, it offers remarkable warmth and durability.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3153902379974433379_1580798609.jpg,,,,,,,,,,,1175,1,12,norlha_atelier
"Mud was a favorite building material in Tibet and was used for fortifying walls, monasteries and dwellings. The building’s structure was built of wooden beams and pillars, and the walls, as well as the outlying enclosing fences, were made of mud. ~ by @roosmarijnpallandt",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3151898453360110709_1580798609.jpg,,,,,,,,,,,479,1,3,norlha_atelier
"New Moon giveaway ~ Earth Cleansing ~ NOW CLOSED

Each year, on the 19th day of the 5th month of the lunar calendar, the monks of Ritoma Monastery and representatives of each clan and household make their way to the mountain behind their monastery to celebrate Earth Cleansing Day, making incense offerings and recite prayers to cleanse the environment of impurities likely to cause obstacles to the well-being of their fragile ecosystem.

Reflecting on the theme of cleansing, we have partnered up with our friends @binubinu_soapsoap and @incausa to offer a selected participant a special gift. Together, we share values around craftsmanship, slow living and commitment to earth. We have created a cleansing set which includes @incausa lhasa incense scroll, @binubinu_soapsoap travel soap set and a Norlha yak wool classic blanket.

We invite you to follow the steps below to participate in the giveaway ~

~ Tag a friend(s) who bring serenity into your life, kindly sharing a place on this earth that you wish to be cleansed & protected

~ Like & follow all of the participating accounts

~ Feel free to tag as many friends as you like

~ The winners will be contacted on Wednesday July 26th

NORLHA is a sustainable luxury brand based on the Tibetan Plateau. Norlha works with local artisans to produce handcrafted clothing and homewares using yak khullu – a precious fibre renowned for its durability, softness and warmth.

BINU BINU is a brand of modern soaps, incense, and bath accessories inspired by the ritual of the Korean public bath, a place free of vanity and inhibition where generations are brought together in the simple act of cleansing.

INCAUSA is a social entrepreneurship that operates as a non-profit distributor of indigenous heritage artisanal products. Its mission is to create a sustainable and meaningful platform for Indigenous artisans and their communities.

T&Cs ~You must be over 18. No purchase necessary to enter. The competition closes on Monday, July 25th at 11.59pm GMT and the winner will be announced by EOD July 26th 2023. Costs of shipping will be covered by partners. This competition is not affiliated with Instagram",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3148935742682595115_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3148935742674425567_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3148935742674210941_1580798609.jpg,,,,,,,,1334,3,97,norlha_atelier
"In the small community of Ritoma, tradition and modernity coexist harmoniously. Children grow up in a safe environment surrounded by nature. They form close bonds with their neighbors, family, and clan members. The natural surroundings, including hills, caves, and pastures, serve as their playground. They engage in games like hide and seek, collect mushrooms, weave flower garlands during summer, and slide on frozen streams in winter. Their playful pursuits involve chasing marmots, interacting with baby yaks, and learning to ride horses at an early age. Additionally, they actively participate in religious and cultural festivals that form the heart of their village life. Despite the changing world, there remain places where childhood holds a nostalgic charm, even if they lack the comforts of city living.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3148078476924522134_1580798609.jpg,,,,,,,,,,,2632,1,19,norlha_atelier
"Chic Rays Scarf ~ This incredibly light, all-weather shawl combines yak khullu and silk, which gives the weave an added strength and distinct softness. Impeccably woven and finished, it requires a master weaver to find the perfect balance between these fibres.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3144393158308286808_1580798609.jpg,,,,,,,,,,,891,1,10,norlha_atelier
"Raw Feather Scarf ~ Words the weaver Dolma Tso: 

‘As I worked on the patchwork of this piece, the concentration needed took over my usual chanting of mantras. My mind was transported back to my childhood when we wasted nothing. We would patch up our sheepskin chupas, our shirts, and even our shoes. I still have one of those chupas! I wondered which far reaches of the earth this scarf would travel to and, like my chupa, the generations that it might live through.’ – Dolma Tso",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3138567486134492714_1580798609.jpg,,,,,,,,,,,599,1,6,norlha_atelier
"Each year, at the height of summer, Ritoma pastors move their sheep and yak to Chakka, the furthest of the grazing areas, about 20 kilometers from Ritoma village. The pasture will be at its most lush, and a feast for the animals. Nomads arrange their tents in groups, usually on a southern facing slope, which gives them a view on the their flocks. At night, they gather the sheep into a pen near their tent to protect them from wolves, and tether the female yaks for their morning milking. The summer move is done in one go; in the past, yaks were loaded with the folded up tents, kitchen utensils and other daily necessities, but nowadays, the preferred vehicle is the three wheeler blue camel. Link in bio to read journal ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3133738173543357501_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3133738173174378773_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3133738173174373023_1580798609.jpg,,,,,,,,1671,3,7,norlha_atelier
"Feather scarves ~ Khullu and silk are blended in the fibre and handwoven to achieve a delicate balance between the fibres.
It requires many years of training to weave khullu and silk together, as an artisan needs to develop a sensitivity to the nature of each fibre to achieve the perfect balance between them. 

Photo by @roosmarijnpallandt",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3123631498748506357_1580798609.jpg,,,,,,,,,,,513,1,3,norlha_atelier
Feather waterfall scarf ~ a yak khullu and silk-blend scarf with a unique pleated center panel. The balance of yak wool and silk creates the distinctive pleated like texture.,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3119219256691204881_1580798609.jpg,,,,,,,,,,,916,1,16,norlha_atelier
"Sagadawa is the fourth month of the Tibetan lunar calendar, which, thanks to its special astrological disposition, is a special time for accumulating virtue. Celebrating the birth of the Buddha, the whole month is a time devoted to religious practice and people celebrate by taking vegetarian vows, saving animal lives and giving alms to the poor. 

In the spirit of giving, we extend the gift of the Sagadawa Scarf to members of our global community.

Spend over $300 and receive a Sagadawa scarf with your purchase. Add one of the scarves to your bag and enter the code SAGADAWA at checkout.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3116161635482540168_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3116161635465724372_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3116161635155203271_1580798609.jpg,,,,,,,,1380,3,4,norlha_atelier
"Hooded cape ~ yak khullu herringbone open-front hooded cape, featuring a dense and soft fabric that drapes generously over the body.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3113405274210239812_1580798609.jpg,,,,,,,,,,,1006,1,3,norlha_atelier
"Sign up to our newsletter to receive our bi monthly curated news for the mind, body and spirit. Next edition is launching soon ~ link in bio to sign up, sneak peak below.

I N S I G H T

Contemplate ~ collecting the intangible with Cuban artist José Bedia. @josebediastudio

Ponder ~ the Amazon Tribe’s deep connection with the rainforest with anthropologist Eduardo Kohn. @natgeo

Unearth ~ innovation in locally rooted knowledge with Marina Tabassum’s Khudi Bari (Bengali for “tiny house”). @marinatabassum

C O N N E C T

Travel ~ to the Dhaka Art Summit, invoking minds and bodies through art to make sense of change and summon rain. @dhakaartsummit 
 
Discover ~  the work of visual artist Aislan Pankararu from the Pankararu people of Petrolândia. @aislanpankararu

Watch ~  Velvet Queen, a moving quest to document the infamously elusive snow leopard in the Tibetan Plateau.

N O U R I S H

Practice ~  the Tibetan yogas of dream and sleep.

Immerse ~ into the sounds of the natural world in ‘The Great Animal Orchestra,’ Fondation Cartier. @fondationcartier

Follow ~  the personal odyssey of three hikers meeting high in the mountains in BERG, now streaming on MUBI. @mubi",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3111017177879334995_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3111017177585687119_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3111017177577408369_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3111017177577377939_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3111017177577239022_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3111017177568946789_1580798609.jpg,,,,,168,6,2,norlha_atelier
"Inspired by traditional Tibetan outerwear, this shepherd jacket exudes timeless charm. Crafted from 100% yak khullu, it offers exceptional warmth and comfort. The jacket showcases dropped sleeves, a twisted low waist cord tie, and fringed welt pockets. 
Photo by @_nickyang3 for Norlha feature in HAO",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3109054137785112827_1580798609.jpg,,,,,,,,,,,534,1,3,norlha_atelier
"Over the last decade, Norlha has spent 40,000+ hours training local nomads in vocational, management & textile skills, training more than 150 artisans who now use their exceptional skills to create high-end textiles from yak khullu. Behind each Norlha piece is a skilled artisan, cherished members of our Norlha family. 

Here we invite members of the Atelier to share their favorite pieces from Norlha’s latest Spring Summer Collection. Read more through link in bio.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3106215697810385026_1580798609.jpg,,,,,,,,,,,970,1,6,norlha_atelier
"Mud wall scarf modelled by Kioka- san is made from a fine yak khullu and silk blend. It features irregular horizontal embroidered bands of twisted brown khullu.

Sign up to our newsletter & receive 10% off your first order – plus new collection updates & Norlha news from the Plateau. Link in bio

Photo by @yurienagashima 
Creative direction @cleartheskinny",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3105466555771858804_1580798609.jpg,,,,,,,,,,,375,1,4,norlha_atelier
"The colour green is associated with water,the blue green of running rivers, the deep greens of high lakes when they are free from the ice of winter.  It is the colour of balance and harmony. 

Join our newsletter & receive 10% off your first order – applies to scarves, shawls and blankets – plus new collection updates & Norlha news from the Plateau.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3104030059325310748_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3104030027188656196_1580798609.jpg,,,,,,,,,1220,2,11,norlha_atelier
"Offering a whisper of gentle protection, Norlha’s incredibly light summer scarves combine yak khullu and silk, which give the weave an added strength and distinct softness. 
Photo by @isla_et_nomade",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3101796726972060459_1580798609.jpg,,,,,,,,,,,548,1,6,norlha_atelier
"Felting on the Plateau ~  words from our feature in Mr.Porter: 'The brand also uses felting, a local technique distinct from weaving, which involves rolling the yak fibres back and forth in the hands to form a textile. The skill of this technique lies in the ability to feel the consistency of the fabric with your fingers as it is rolled out.

“Although I had felted sheep wool as a young woman, there was a big difference in the attention to detail with the Norlha designs,” says Ms Dolma Tso, a nomadic felter at Norlha since 2010. “I trained for four months. The more I felt the cloth with my hands, the more I learnt to fine-tune my sensitivity to the quality of the felt.”",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3100377682067990724_1580798609.jpg,,,,,,,,,,,725,1,5,norlha_atelier
"Norlha’s capsule collection scarves for spring/-summer 2023 are woven from fine yak khullu and silk, many of which create a crinkled texture in the weave. As with all Norlha pieces, the limited-edition scarves demonstrate what can be achieved when yak khullu is treated with care and respect. The immense effort and precision involved in creating each of these pieces have necessarily restricted production, making them truly limited. Link in bio ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3097453201119749355_1580798609.jpg,,,,,,,,,,,718,1,4,norlha_atelier
"Traditionally, Ritoma women were immersed in nomadic life. It was a hard life in a harsh climate ranging from intense sun in the summer to freezing temperatures in winter. 

When Norlha began to offer jobs over a decade ago, they easily embraced the change from herder to artisan. Norlha’s workforce is now over 72% women, all former nomads or from nomad families. Gradually, they plunged into the opportunities offered to them with great enthusiasm, channeling their energies into new pursuits. Financial independence allows them, married or not, to explore the world around them and have more say in their lives.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3094532573261527659_1580798609.jpg,,,,,,,,,,,1392,1,11,norlha_atelier
"EARTH DAY GIVEAWAY ~ Now Closed

Historically, Ritoma has been home to Tibetan nomads who are closely tied to nature’s cycles, knowing that moderation helps to maintain a balance, only taking what is needed to assure their livelihood. 

For Earth day, we have partnered up with our friends at @pla.original and @mudimakes to offer a special gift to one of our followers. Together, we share deeply held values around sustainability and craftsmanship.

Based in Mallorca, Irene Peukes @pla.original designs fine artisan garments and shoes with regard to the materials and the people who work with them. All pieces are unique and handcrwith no waste, fair trade and using natural materials; the yute for the shoes, a robust and sustainable material which is of vital importance for the farmers in Bangladesh and the cotton, woven by women belonging to the Guatemalan indigenous community. All garments are designed and finished in Mallorca.

Bethan Smith, based on the East Sussex coast is an artist working under the creative name of Mudi @mudimakes. She takes inspiration from ancient craft and the natural world; intuitively using clay to create unique objects and vessels that move between the primordial and the contemporary. Alongside this she sources and sells found objects via her online store.

For this special giveaway, we are offering a Norlha Feather Ripples scarf ( choice of sandstone or black colourway), a pair of Pla Illetes shoes (choice between natural or black colourway) and a Black Tenmoku Horse from Mudimakes.

How to participate?

1. Follow @pla.original, @mudimakes and @norlha_atelier
2. Like our giveaway posts
3. Spread the word and tag a friend so they can enter too
4. The winner will be contacted on Saturday, April 29th 

T&Cs
You must be over 18. No purchase necessary to enter. The competition closes on 28th April at 11:59 PM AST and the winner will be announced by EOD 29th April 2023. Winner will be notified within 24 hours of the competition closing. Costs of shipping will be covered by Norlha, Pla and Mudi. This competition is not affiliated with Instagram.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3086445086962350379_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3086445086660165540_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3086445086660113515_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3086445086651759290_1580798609.jpg,,,,,,,897,4,179,norlha_atelier
"Asian nomads have used felt for thousands of years, and examples of felt banners were found in the Dun Hunag caves, believed to be a thousand years old. 

Link in bio for our founders journal about felt in Tibet ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3084332257157280487_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3084332257157112022_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3084332257148904531_1580798609.jpg,,,,,,,,1069,3,7,norlha_atelier
"Nomad all weather scarf~ 

A deeply soft 100% yak khullu scarf. Its varied design utilises natural brown, grey and white yak wool to create a subtle interplay of shades.

Photo by @nickyang for Norlha feature in HAO",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3080051744758159061_1580798609.jpg,,,,,,,,,,,269,1,2,norlha_atelier
"Spring Summer Collection ~ 

Water is both precious and plentiful on the Tibetan Plateau ­– a place of innumerable mineral springs, alpine lakes, glaciers, and the headwaters for many of Asia’s largest rivers. Rituals around water abound in Tibetan Buddhism, particularly yönchap – a daily water offering practiced in shrines and homes across the plateau. The symbolic significance of water in Tibetan Buddhism inspires Norlha’s ready-to-wear and scarves range for spring/summer 2023. Pieces featured within this collection are lightweight, flowing, and diaphanous – inspired by the Buddhist understanding of water as a symbol of purity, clarity, and calm.

Thank you to the incredible team for all the love and efforts put into making this a reality.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3075045448896209936_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3075045448887809795_1580798609.jpg,,,,,,,,,1057,2,16,norlha_atelier
"Norlha’s soon to launch Spring/Summer collection was partly inspired by the symbolism of water in Tibetan culture. 

The Tibetan Plateau is the land of water, the place where Asia’s most important rivers, the Brahmaputra, Salween, Yangtse, Mekong and Indus, take their source and bring water from the Plateau south or east, several throughout the continent. It is the source of life for the millions who live beyond. 

As one of the 4 elements, water is precious and essential, though Tibetan culture has elevated it beyond its fundamental qualities. 

Before the launch of the new collection next week, we invite you to explore the role of water in Tibetan culture. Link in bio ~ 

Photo J. Claude White, a glacier lake Tibet 1902 

Photo by @kinbykin De Wing and her mother, in the backyard in Nagqi, Tibet",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3071228354341495431_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3071228354332983829_1580798609.jpg,,,,,,,,,957,2,5,norlha_atelier
"Women from the atelier braiding their hair ~ Pagpa Tso in the middle has the longest hair of the atelier. 

Generally, many Tibetans believe that hair can serve as a material support to the yang, a kind of essence connected with prosperity. 

༄ Photo by @nikkimcclarron",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3070458950745944204_1580798609.jpg,,,,,,,,,,,1663,1,7,norlha_atelier
"Felting is an ancient craft, a way of binding fibers to form fabrics and rugs for everyday use. It was highly developed among nomadic populations in Central Asia and the Caucasus where pieces over two thousand years old have been found. Among the nomads of Central Asia, felt, which is waterproof, provided shelter in the form of tents, clothing and rugs, many of which were intricately ornamented. 

As in all nomadic communities, felting was a part of daily existence, and every woman learned to felt the wool they sheared from their sheep, making mats and boots, which they colorfully decorated. We were lucky that so many people in Ritoma were talented felters. Norlha put yak felting on the map in 2012. 

Photo by @_nickyang3 styled by Lu Wendong for a Norlha feature in HAO.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3067603360739948661_1580798609.jpg,,,,,,,,,,,929,1,6,norlha_atelier
"Horses have always played an important role in Tibetan life. Historically, they’ve been used for travel, transport, status and sport. Spiritually, they symbolize the wind horse, harbinger of luck, the air that balances the four other elements, of wood, water, earth and fire. This symbolic horse appears printed on prayer flags or bits of paper to flap in or be tossed around by the wind on special occasions. Discover the significance of horses in Tibet in our latest journal piece. 

Link in bio ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3064866593175671720_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3064866571919009778_1580798609.jpg,,,,,,,,,1982,2,4,norlha_atelier
We are grateful for the recognition Norlha has received over the past months — including being featured in HAO with a beautiful piece written by Wang Turao. Photos by @_nickyang3 styled by Lu Wendong,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3057817627509407039_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3057817627190858643_1580798609.jpg,,,,,,,,,1024,2,5,norlha_atelier
"Women’s day a day for reflection on the role, status and achievements of women in our world. Though Tibetan nomadic society is mostly patriarchal and male influence pervades, women’s role in society benefits from the status accorded to the female deities, enlightened beings and Bodhisattvas that abound in the Tibetan Buddhist pantheon, protecting and aiding practitioners on the path to enlightenment. The core purpose of Mahayana Buddhist practice is to renounce one’s personal welfare and seek to release all sentient beings from suffering. Tantric Buddhism provides the fastest path through the cultivation of wisdom, the female element, and compassion, the male one, which united into one will cause the attainment of this ultimate goal.

Female deities are said to appear in realized being’s visions and dreams, appearing in their lives in the guise of ordinary humans. Many are just born as women and can be recognized and revered, or just remain hidden, revealing their powers only when they choose to do so.

This pervading presence of deified or holy human females that permeates the culture at the esoteric level becomes a natural channel for women breaking barriers in society, especially today, when they gradually gain independence from their families and establish themselves in the work environment. In Ritoma, the home of the Norlha Atelier has seen local women take charge of their lives, giving a chance to those who cannot rely on their immediate families for support, adding another layer to female presence and capability. Pema & her lamb by @nikkimcclarron",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3054091903309103146_1580798609.jpg,,,,,,,,,,,4438,1,21,norlha_atelier
"Archive Sale, 20% off selected felt and woven blankets. Ends midnight March 7th. Link in bio.

1st image by @kinbykin 
2nd & 3rd by @adam.j.barclay",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3049092890008656055_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3049092890000312792_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3049092889991893791_1580798609.jpg,,,,,,,,1390,3,10,norlha_atelier
"Cloud Overcoat ~ This lightweight handfelted overcoat has an oversized, floor-length silhouette and mottled tone. It is constructed with a single seam at the side and shoulder, with generous folding lapels and a stand collar that sits high on the neck. It is made using a zero-waste hand-felting process mastered by Norlha artisans. With cocooned sleeves and an open front, it is ideal for winter layering.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3040344874993037246_1580798609.jpg,,,,,,,,,,,1157,1,14,norlha_atelier
"Around the yak, Norlha employees have learned not only to spin and weave, but taken on managerial positions in production, sales and other areas. Instead of herding the yak, they transform its fibre into a world class product, becoming linked to the world in the process. Young people meet at Norlha and have built their family life around their positions there. They live and thrive in the village of their origin, where they see their future. Their disposable income allows them to invest in better houses and education for their children. The yak is still the source of their livelihood; its continued presence and importance maintains a vital link between past and future.

Since its founding in 2007, Norlha has spent 40,000+ hours training local nomads in vocational, management & textile skills. 

Photo by @kinbykin",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3027030214434194691_1580798609.jpg,,,,,,,,,,,466,1,2,norlha_atelier
"Horses used to be central to life on the Tibetan Plateau, for transportation, herding and symbols of status. The Plateau was famous for its handsome breeds and for centuries, they were a trading asset exchanged for tea, brocade and treasures from the Silk Road. Horses are still held in high regard, and though cars and motorbikes have taken their place for transportation, nomads still find them to be the best for herding, and especially for racing. Read more about horse racing on the Plateau link in bio ~ Photo by @kinbykin",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3024163009921203204_1580798609.jpg,,,,,,,,,,,2046,1,13,norlha_atelier
"Overfelt Prince Scarf ~ This delicately textured scarf is made of 100% yak khullu. To create its double-faced design, Norlha artisans hand-felt soft, natural grey khullu to a loosely basket woven fabric. This felting process adds strength to the weave and creates a subtle textural and tonal variance.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3022723462855164692_1580798609.jpg,,,,,,,,,,,541,1,5,norlha_atelier
"Tibetan Shirt ~ This oversized shirt is made of a light and softly textured yak khullu and silk blend. With a traditional Tibetan cut and oversized fit, its details include a mandarin collar, hand-knotted button closures, and loose kimono sleeves.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3020580931782597668_1580798609.jpg,,,,,,,,,,,846,1,6,norlha_atelier
"Discover Kin’s @kinbykin interview @itsnicethat about his time on the Tibetan Plateau ~  link in bio. 

~ As opposed to him seeing photographs as something that are “created”, he instead sees them as something “given”. Kin says: “They are given by nature, the right landscape, weather, light and given by the subjects who give me their trust."" ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3012002370657670403_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3012002370590527832_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3012002370590497290_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3012002370590415515_1580798609.jpg,,,,,,,2542,4,19,norlha_atelier
"Sign up to our newsletter to receive our bi monthly curated news for the mind, body and spirit. Next edition is launching soon ~ link in bio to sign up, sneak peak below.

I N S I G H T 

Observe ~ the origins and history of 36 shades of prussian blue.

Ponder ~ the possibility of an alphabet for the nose with Sissel Tolass. @sssl_berlin 

Discover ~ vast array of vibrant materials and techniques from Africa. @vamuseum 

Contemplate ~ the line between man-made and nature with the otherworldly designs of Liam Lee. @studio_liamlee 

C O N N E C T

Meet ~ the craft revivalists dedicated to saving rare artisan skills from the brink of extinction.

Visit ~ ‘Teresa Lanceta: Weaving as Open Source,’ show at MACBA and currently on view at IVAM. @macba_barcelona @gva_ivam 

Watch ~ ‘The Turban Weavers Of Bhujodi,’ a documentary shining light on a weaving community from Kutch. @injiri 

N O U R I S H

Remember ~ the transient nature of material life through the Sand Mandala, a Tibetan Buddhist tradition.

Listen ~ to stone beings with the Q’ero, the ‘Last of the Incas’ living in the Andean mountains of Peru. @e_flux 

Immerse ~ into serenity and calm with this ambient album by Moby.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3008432841876627130_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3008432841633530586_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3008432841566377008_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3008432841566285959_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3008432841557916508_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3008432841541155774_1580798609.jpg,,,,,287,6,2,norlha_atelier
"To celebrate the new year, all orders over $350 will be accompanied with a Net Boiled Skinny Scarf whose design references the traditional Tibetan khata scarf. 

Add scarf to cart and enter the code SAFEJOURNEY at checkout. 

Promotion ends at midnight Saturday, December 31st.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3003922202052084431_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3003922201993406745_1580798609.jpg,,,,,,,,,513,2,4,norlha_atelier
Pema and Wandi Kyi ~  Happy Holidays from the Plateau ~ photo from the archive by @nikkimcclarron,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3001049836731692135_1580798609.jpg,,,,,,,,,,,1136,1,3,norlha_atelier
"Wrap skirt ~ This knee-length skirt is made in a soft, midweight yak khullu and silk blend. It is constructed from a single piece of fabric and darted at the waist. It wraps a-symmetrically around the body and ties at the back, with a row of buttons running diagonally down the front. It features a suspended utilitarian pocket that can be worn at the front or back. 

Free shipping on all orders over $250. Use code PROTECTION at checkout.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2995182404760038311_1580798609.jpg,,,,,,,,,,,1166,1,14,norlha_atelier
